"","date","docname","from","to","pre","keyword","post","pattern"
"557","2014-08-28","zo_1315157.xhtml",530,530,"in den Medien und in seiner Partei entstünde . Tillich ist keiner , der gern Wagnisse eingeht . Und es wäre ein Wagnis , einen einstimmigen Präsidiumsbeschluss der Bundes-CDU zu ignorieren , wonach mit der","AfD","nicht zu koalieren sei . Tillich hat diesen Beschluss mit gefällt . Dass er ein Bündnis mit der AfD nicht ausschließt , hat vor allem strategische Gründe . Tillich meint diese Partei als Drohmittel zu","AfD|AFD"
"558","2014-08-28","zo_1315157.xhtml",549,549,"es wäre ein Wagnis , einen einstimmigen Präsidiumsbeschluss der Bundes-CDU zu ignorieren , wonach mit der AfD nicht zu koalieren sei . Tillich hat diesen Beschluss mit gefällt . Dass er ein Bündnis mit der","AfD","nicht ausschließt , hat vor allem strategische Gründe . Tillich meint diese Partei als Drohmittel zu benötigen - falls die FDP wirklich aus Sachsens Landtag fliegen sollte ( was wahrscheinlich ist ) und es für","AfD|AFD"
"559","2014-08-28","zo_1315157.xhtml",638,638,", erpressbar zu sein , wenn die einzige Partei , die nach dem Wahlsonntag als Partnerin infrage kommt , die SPD sein sollte . Er will die SPD dann wenigstens noch mit Hinweis auf die","AfD","in Schach halten können . Das klingt taktisch gewieft . Aber es ist demokratietheoretisch töricht . Tillich wertet die AfD damit in einer Weise auf , wie das bislang in keinem Bundesland passiert ist .","AfD|AFD"
"560","2014-08-28","zo_1315157.xhtml",658,658,"SPD sein sollte . Er will die SPD dann wenigstens noch mit Hinweis auf die AfD in Schach halten können . Das klingt taktisch gewieft . Aber es ist demokratietheoretisch töricht . Tillich wertet die","AfD","damit in einer Weise auf , wie das bislang in keinem Bundesland passiert ist . Gerade weil Tillich in seinem Land beste Zustimmungswerte hat - fast zwei Drittel der Sachsen würden für ihn stimmen ,","AfD|AFD"
"561","2014-08-28","zo_1315157.xhtml",716,716,"Zustimmungswerte hat - fast zwei Drittel der Sachsen würden für ihn stimmen , falls man den Ministerpräsidenten direkt wählen könnte - , ist sein Spiel so gefährlich . Tillich erweckt den Eindruck : Mit der","AfD","kann man reden . Die AfD ist eine Option . Damit treibt er ihr letztlich Wähler zu . Tillich sollte streiten , nicht schweigen Natürlich trägt nicht Tillich allein die Schuld daran , dass Sachsen","AfD|AFD"
"562","2014-08-28","zo_1315157.xhtml",722,722,"der Sachsen würden für ihn stimmen , falls man den Ministerpräsidenten direkt wählen könnte - , ist sein Spiel so gefährlich . Tillich erweckt den Eindruck : Mit der AfD kann man reden . Die","AfD","ist eine Option . Damit treibt er ihr letztlich Wähler zu . Tillich sollte streiten , nicht schweigen Natürlich trägt nicht Tillich allein die Schuld daran , dass Sachsen Deutschlands AfD-Hochburg ist . Man kann","AfD|AFD"
"563","2014-08-28","zo_1315157.xhtml",753,753,"man reden . Die AfD ist eine Option . Damit treibt er ihr letztlich Wähler zu . Tillich sollte streiten , nicht schweigen Natürlich trägt nicht Tillich allein die Schuld daran , dass Sachsen Deutschlands","AfD-Hochburg","ist . Man kann Tillich aber vorwerfen , dass er nicht viel gegen diesen AfD-Aufschwung getan hat . Dass er den Erfolg dieser Partei billigend in Kauf nimmt , um seinen eigenen Erfolg abzusichern .","AfD|AFD"
"564","2014-08-28","zo_1315157.xhtml",768,768,"zu . Tillich sollte streiten , nicht schweigen Natürlich trägt nicht Tillich allein die Schuld daran , dass Sachsen Deutschlands AfD-Hochburg ist . Man kann Tillich aber vorwerfen , dass er nicht viel gegen diesen","AfD-Aufschwung","getan hat . Dass er den Erfolg dieser Partei billigend in Kauf nimmt , um seinen eigenen Erfolg abzusichern . Er hat einen Wahlkampf geführt , in dem er gänzlich auf Konfrontation verzichtet . Dabei","AfD|AFD"
"565","2014-08-28","zo_1315157.xhtml",810,810,"Erfolg dieser Partei billigend in Kauf nimmt , um seinen eigenen Erfolg abzusichern . Er hat einen Wahlkampf geführt , in dem er gänzlich auf Konfrontation verzichtet . Dabei wäre die Konfrontation gerade mit der","AfD","wichtig . Tillich und seine CDU mögen befürchtet haben , der AfD in die Hände zu spielen , wenn sie die neue Partei dämonisieren . Ihr die Verbitterten regelrecht zuzutreiben . Aber wer so denkt","AfD|AFD"
"566","2014-08-28","zo_1315157.xhtml",822,822,"abzusichern . Er hat einen Wahlkampf geführt , in dem er gänzlich auf Konfrontation verzichtet . Dabei wäre die Konfrontation gerade mit der AfD wichtig . Tillich und seine CDU mögen befürchtet haben , der","AfD","in die Hände zu spielen , wenn sie die neue Partei dämonisieren . Ihr die Verbitterten regelrecht zuzutreiben . Aber wer so denkt , unterschätzt seine Wähler . Die hätten mehr davon , wenn die","AfD|AFD"
"567","2014-08-28","zo_1315157.xhtml",860,860,"Hände zu spielen , wenn sie die neue Partei dämonisieren . Ihr die Verbitterten regelrecht zuzutreiben . Aber wer so denkt , unterschätzt seine Wähler . Die hätten mehr davon , wenn die CDU der","AfD","deren Thesen um die Ohren hauen würde . Ob nun auf Landesebene , wo der » Alternative « nichts , aber gar nichts Originelles einfällt . Oder bei den Themen , deretwegen Menschen die AfD","AfD|AFD"
"568","2014-08-28","zo_1315157.xhtml",895,895,"AfD deren Thesen um die Ohren hauen würde . Ob nun auf Landesebene , wo der » Alternative « nichts , aber gar nichts Originelles einfällt . Oder bei den Themen , deretwegen Menschen die","AfD","tatsächlich wählen , wenngleich sie auf Landesebene kaum eine Rolle spielen : krude außenpolitische Ansichten etwa . Und Ressentiments gegen Ausländer gab es in Sachsens CDU zwar auch schon , aber als Minderheitenmeinungen : Einer","AfD|AFD"
"569","2014-08-28","zo_1315157.xhtml",964,964,": Einer wie der Innenpolitiker Volker Bandmann aus Görlitz , der die Grenzen zu Polen und Tschechien wieder dichtmachen wollte , galt eher als Exot . Und jetzt soll es möglich sein , mit einer","AfD","zu koalieren , die am liebsten sofort wieder Grenzkontrollen einführen würde ? Tillich sollte streiten , nicht schweigen . Einem TV-Duell mit den Spitzenkandidaten der anderen Parteien hat er sich verweigert , stattdessen gab es","AfD|AFD"
"570","2014-08-28","zo_1315157.xhtml",1124,1124,"das ein Problem : Denn auch diese Wahl wird zahlreiche Protestwähler hervorbringen - und deren Stimmen fallen dann stärker ins Gewicht . Das nützte bislang schon der NPD . Und es nützt nun auch der","AfD",". Deshalb wird Tillich am Ende seinen Anteil daran gehabt haben , falls beide Parteien im Landtag landen . Die NPD steht , Demoskopen zufolge , bei fünf Prozent , erfahrungsgemäß schneidet sie am Wahltag","AfD|AFD"
"571","2014-08-28","zo_1315157.xhtml",1169,1169,"gehabt haben , falls beide Parteien im Landtag landen . Die NPD steht , Demoskopen zufolge , bei fünf Prozent , erfahrungsgemäß schneidet sie am Wahltag noch besser ab als in den Umfragen . Die","AfD","könnte im Extremfall sogar ein zweistelliges Ergebnis holen . Bis zum Sonntag hat Stanislaw Tillich noch Zeit , die richtigen Worte zu finden . Foto ( Ausschnitt ) : Henning Schacht / berlinpressphoto nächster Artikel","AfD|AFD"
"572","2014-09-04","zo_1316903.xhtml",13,13,"[ Übersicht Seite 1 ] [ nächster Artikel ] DER WAHLERFOLG DER","AFD","Wo ist die CDU ? Wenn Christdemokraten betriebsblind werden , können sie ihre Wähler am rechten Rand nicht mehr halten VON CATERINA LOBENSTEIN ( 863 Wörter ) Wenn man die Welt durch Peter Taubers große","AfD|AFD"
"573","2014-09-04","zo_1316903.xhtml",57,57,"werden , können sie ihre Wähler am rechten Rand nicht mehr halten VON CATERINA LOBENSTEIN ( 863 Wörter ) Wenn man die Welt durch Peter Taubers große , schwarze Brille sieht , dann wird die","AfD","bei den nächsten Landtagswahlen irre gut abschneiden . Sie wird nicht nur in Sachsen , sondern übernächstes Wochenende auch in Thüringen und Brandenburg fulminant ins Parlament einziehen . Aber dann wird sie untergehen . Denn","AfD|AFD"
"574","2014-09-04","zo_1316903.xhtml",103,103,"nicht nur in Sachsen , sondern übernächstes Wochenende auch in Thüringen und Brandenburg fulminant ins Parlament einziehen . Aber dann wird sie untergehen . Denn für Peter Tauber , Generalsekretär der CDU , ist die","AfD","eine Art rechtspopulistische Spielart der Piratenpartei . Eine Spinnertruppe , die erst durchstartet und sich dann zerfetzt . Eine reaktionäre Vereinigung , von der man lieber die Finger lässt . » Es gibt keine Gemeinsamkeiten","AfD|AFD"
"575","2014-09-04","zo_1316903.xhtml",140,140,"Art rechtspopulistische Spielart der Piratenpartei . Eine Spinnertruppe , die erst durchstartet und sich dann zerfetzt . Eine reaktionäre Vereinigung , von der man lieber die Finger lässt . » Es gibt keine Gemeinsamkeiten zwischen","AfD","und CDU « , behauptete Tauber nach der Sachsen-Wahl . » Die AfD wird sich von selbst erledigen . « Taubers Befund ist eine Abwehrreaktion . Und er ist falsch : Fast zehn Prozent bekam","AfD|AFD"
"576","2014-09-04","zo_1316903.xhtml",153,153,"sich dann zerfetzt . Eine reaktionäre Vereinigung , von der man lieber die Finger lässt . » Es gibt keine Gemeinsamkeiten zwischen AfD und CDU « , behauptete Tauber nach der Sachsen-Wahl . » Die","AfD","wird sich von selbst erledigen . « Taubers Befund ist eine Abwehrreaktion . Und er ist falsch : Fast zehn Prozent bekam die AfD in Sachsen , jeder fünfte ihrer Wähler war ein Überläufer von","AfD|AFD"
"577","2014-09-04","zo_1316903.xhtml",177,177,"CDU « , behauptete Tauber nach der Sachsen-Wahl . » Die AfD wird sich von selbst erledigen . « Taubers Befund ist eine Abwehrreaktion . Und er ist falsch : Fast zehn Prozent bekam die","AfD","in Sachsen , jeder fünfte ihrer Wähler war ein Überläufer von der CDU . Aus keiner anderen Partei konnte die AfD so viel gewinnen . Gleichberechtigung von Mann und Frau nennen sie » Genderwahn «","AfD|AFD"
"578","2014-09-04","zo_1316903.xhtml",198,198,"ist eine Abwehrreaktion . Und er ist falsch : Fast zehn Prozent bekam die AfD in Sachsen , jeder fünfte ihrer Wähler war ein Überläufer von der CDU . Aus keiner anderen Partei konnte die","AfD","so viel gewinnen . Gleichberechtigung von Mann und Frau nennen sie » Genderwahn « Wäre die AfD der Piratenpartei so ähnlich , wie Tauber glaubt , dann wäre sie schon tot . Die Piraten sind","AfD|AFD"
"579","2014-09-04","zo_1316903.xhtml",215,215,", jeder fünfte ihrer Wähler war ein Überläufer von der CDU . Aus keiner anderen Partei konnte die AfD so viel gewinnen . Gleichberechtigung von Mann und Frau nennen sie » Genderwahn « Wäre die","AfD","der Piratenpartei so ähnlich , wie Tauber glaubt , dann wäre sie schon tot . Die Piraten sind gescheitert , weil sie sich kaputtgestritten haben . Auch AfD-Mitglieder streiten , sie legen Gremien lahm und","AfD|AFD"
"580","2014-09-04","zo_1316903.xhtml",243,243,"nennen sie » Genderwahn « Wäre die AfD der Piratenpartei so ähnlich , wie Tauber glaubt , dann wäre sie schon tot . Die Piraten sind gescheitert , weil sie sich kaputtgestritten haben . Auch","AfD-Mitglieder","streiten , sie legen Gremien lahm und zerren sich gegenseitig vor Gericht . Die Partei ist zerfressen von Intrigen , aber es schadet ihr kaum . Selbst zwischen den übelsten Querulanten und dem Rest der","AfD|AFD"
"581","2014-09-04","zo_1316903.xhtml",314,314,"Truppe wirkt noch immer der Kitt , der alle neuen Parteien zusammenhält : der Frust über etablierte Politiker . Bei anderen Parteien verpufft dieser Impuls oft schon , bevor die erste Wahl ansteht . Die","AfD","hat es verstanden , ihn zu kanalisieren . Sie hat dem Frust ein Ziel gegeben : die rechte Flanke der CDU . Dort will sie angreifen , dort will sie hin . Und die CDU","AfD|AFD"
"582","2014-09-04","zo_1316903.xhtml",355,355,"zu kanalisieren . Sie hat dem Frust ein Ziel gegeben : die rechte Flanke der CDU . Dort will sie angreifen , dort will sie hin . Und die CDU ? Schaut zu . Die","AfD","tritt bei den Wahlen in Ostdeutschland nicht mehr als Anti-Euro-Partei an , sondern als stramme Law-and-Order-Truppe . Sie fordert eine schärfere Justiz und die Wiedereinführung der Grenzkontrollen . Sie nennt die Gleichberechtigung von Mann und","AfD|AFD"
"583","2014-09-04","zo_1316903.xhtml",435,435,"» Folklore « . Das ist der Teil des Wahlprogramms , mit dem CDU-Leute wie Tauber lieber nichts zu tun haben wollen . Es gibt jedoch noch einen anderen , einen gemäßigten Teil . Die","AfD","hört sich darin an wie die alte CDU : Sie will mehr Lehrer , mehr Polizisten und mehr Schutz für Familien . Sie will den Mittelstand stärken , und sie will das selektive Schulsystem .","AfD|AFD"
"584","2014-09-04","zo_1316903.xhtml",633,633,". Dort , im fernen Osten Sachsens , haben viele Menschen Angst . Vor Drogenhändlern , die den Kindern Crystal Meth verkaufen , und vor Dieben , die über die Grenze kommen könnten . Die","AfD","hat in Dürrhennersdorf 33 Prozent der Zweitstimmen bekommen . » Grenzkriminalität « ist eines ihrer wichtigsten Wahlkampfthemen . Kriegt die Union das noch mit ? In Sachsen sitzt die CDU seit 1990 an der Macht","AfD|AFD"
"585","2014-09-04","zo_1316903.xhtml",741,741,"Lücke riecht nach braunem Mief - wenn man nicht aufpasst , rutscht man von dort ins Territorium der NPD . Noch keine bürgerliche Partei hat es bisher geschafft , sich dauerhaft dort anzusiedeln . Der","AfD","könnte genau das nun gelingen . Sie hat sich in der Lücke breitgemacht , ihre Chefs sind keine Nazis , sie kommen aus dem Bürgertum . Viele von ihnen sind reaktionär . Rechtsextrem sind sie","AfD|AFD"
"586","2014-09-04","zo_1316903.xhtml",784,784,"hat sich in der Lücke breitgemacht , ihre Chefs sind keine Nazis , sie kommen aus dem Bürgertum . Viele von ihnen sind reaktionär . Rechtsextrem sind sie nicht . Jetzt , da sich die","AfD","in der rechten Flanke der CDU festgebissen hat , kommt die Schwäche der Union zum Vorschein : Sie ist in all den Jahren nicht nur moderner geworden , sondern auch bequem . Sie ist weltoffen","AfD|AFD"
"587","2014-09-04","zo_1316903.xhtml",909,909,", dass die Kanzlerin in Brüssel Krisen regelt . Sie brauchen jemanden , der sich für ihre Sorgen interessiert . Jemanden , der sie schützt . In einer Umfrage zur Sachsen-Wahl sagten 46 Prozent der","AfD-Wähler",", sie fühlten sich von der Gesellschaft abgehängt . Besonders viel Zuspruch bekam die Partei bei jungen Wählern . 14 Prozent der 18- bis 24-Jährigen wählten AfD . Peter Tauber könnte versuchen , diese Wähler","AfD|AFD"
"588","2014-09-04","zo_1316903.xhtml",936,936,"einer Umfrage zur Sachsen-Wahl sagten 46 Prozent der AfD-Wähler , sie fühlten sich von der Gesellschaft abgehängt . Besonders viel Zuspruch bekam die Partei bei jungen Wählern . 14 Prozent der 18- bis 24-Jährigen wählten","AfD",". Peter Tauber könnte versuchen , diese Wähler zur CDU zu holen . Er müsste vorher ein paar Fragen beantworten : Wie kann eine moderne , eine liberale CDU die Wähler an der rechten Flanke","AfD|AFD"
"589","2014-09-04","zo_1316903.xhtml",978,978,"diese Wähler zur CDU zu holen . Er müsste vorher ein paar Fragen beantworten : Wie kann eine moderne , eine liberale CDU die Wähler an der rechten Flanke halten ? Wie sähe ein für","AfD-Wähler","attraktiver Konservatismus aus , der nicht reaktionär wäre ? Kann eine Partei mit einem liberalen Familienbild nicht trotzdem für einen starken Staat sein ? Man kann diese Fragen vermutlich beantworten . Aber nur , wenn","AfD|AFD"
"590","2014-09-04","zo_1316900.xhtml",91,91,", Chef des Öl- und Gaskonzerns Rosneft , über die mögliche Verringerung russischer Gaslieferungen nach Europa » Mir fehlen die Worte , es ist Wahnsinn , was wir erreicht haben . « Frauke Petry ,","AfD-Vorsitzende",", über den Wahlerfolg ihrer Partei bei den Landtagswahlen in Sachsen » Wir feiern den 25 . Jahrestag des Mauerfalls und haben ein Bundesland , in dem weniger als die Hälfte der Menschen zur Wahl","AfD|AFD"
"591","2014-09-04","zo_1317339.xhtml",1609,1609,"Wahlergebnissen : Die NPD plakatiert alles voll , aber sie kommen einfach nicht raus aus der Scheiße . Die größere Gefahr kommt , glaube ich , nicht von den Springerstiefeln , sondern von diesem ganzen","AfD-Anschluss-Gedankengut",". Man muss trotzdem aufpassen und darf einen Fehler nicht machen , nämlich : den Nazis immer nur Dummheit zu unterstellen . Intelligenz hat nichts damit zu tun , ob du ein Nazi bist oder","AfD|AFD"
