"","x"
"649","Nachahmerprodukte von sogenannten Marktfolgern sprechen dieselbe oder eine ähnliche Zielgruppe an, den auch das <#MET Original #> bedient, stellen jedoch juristisch kein Plagiat dar (im Gegensatz zur Produktpiraterie)."
"650","Nachahmerprodukte von sogenannten Marktfolgern sprechen dieselbe oder eine ähnliche Zielgruppe an, den auch das Original bedient, stellen jedoch juristisch kein Plagiat dar (im <#MET Gegensatz #> zur Produktpiraterie)."
"651","Nachahmerprodukte von sogenannten Marktfolgern sprechen dieselbe oder eine ähnliche Zielgruppe an, den auch das Original bedient, stellen jedoch juristisch kein Plagiat dar (im Gegensatz zur <#MET Produktpiraterie #>)."
"652","Sie ist Autorin des Online-Selbstlernkurses Fremde Federn Finden, der das <#MET Identifizieren #> von Plagiaten erleichtert."
"653","Die Spielleitung als oberste Leitungs- und Entscheidungsinstanz behält sich das Recht vor, bei Verdacht der <#MET Wiederverwendung #> und Plagiaten den Businessplan von der Bewertung und das Team vom Wettbewerb auszuschließen."
"654","Im Jahr 2021 identifizierte der Philosoph M.V. Dougherty zahlreiche weitere <#MET Beispiele #> von Plagiaten in Robsons Monographie und äußerte Bedenken über die Gründlichkeit und Unabhängigkeit der römischen Universität."
"655","Mannharts Verleger Joachim von Zepelin bezeichnete dieses <#MET Gutachten #> dagegen als »Freundschaftsdienst« für Brunnsteiner, mit dem Antonic Wissenschaft und Leser betrüge."
"656","Brunnsteiner musste daraufhin seine Klage in einem <#MET Vergleich #> zurückziehen und sich verpflichten, 20.000 Schweizer Franken Schadenersatz an den Verlag Mannharts zu zahlen."
"657","Die <#MET Übereinstimmungen #> mit Texten des Theaterkritikers Alfred Gold erklärte er damit, dass nach der Arbeit an seinem Buch Das Theater der Reichshauptstadt in seinem Gedächtnis „von fremden Autoren Worte, Bilder, Sätze und ganze Satzfolgen [schlummerten], die durch die geringste Assoziation geweckt“ worden seien."
"658","Im Jahr 1925 bezichtigte er – auf einen <#MET Hinweis #> Kurt Tucholskys hin – Heinrich Fischer unberechtigterweise des Plagiats, was zum endgültigen Zerwürfnis mit Karl Kraus führte, der – obgleich charakterlich ganz ähnlich gelagert – ihm in der Fackel einen „an Morphinismus grenzenden Drang zum 'Vorknöpfen'“ bescheinigte."
"659","Seitdem die ZFITTER-<#MET Kollaboration #> im März 2011 ein Plagiat ihrer Software nachgewiesen hat, forschte Riemann zum Umgang mit Plagiaten in der Teilchenphysik."
"660","• <#MET Fälschung #> – Plagiat – Kopie."
"661","• Fälschung – Plagiat – <#MET Kopie #>."
"662","Künstlerische <#MET Praktiken #> der Vormoderne (= Kunsthistorisches Forum Irsee;"
"663","Alan Stivell war nicht begeistert von diesem „offenkundigen Plagiat“, das längere Abschnitte seiner <#MET Version #> verwendet hatte, ohne sein Einverständnis dafür einzuholen oder wenigstens deren Herkunft anzugeben."
"664","Als sich seine Frau wegen seiner ständigen <#MET Seitensprünge #> von ihm trennt, beginnt sein Stern zu sinken."
"665","In der Fernsehsendung Striscia la notizia wurde das Duo jedoch des Plagiats bezichtigt: ihr Lied sei eine <#MET Kopie #> von Bye Bye Bye der Gruppe *NSYNC."
"666","Daraufhin kritisierte Pol Reuter in seinem Artikel Die merkwürdige Genehmigung eines Plagiats die Entscheidung der Hochschule, die, so seine <#MET Interpretation #>, sich nicht klar entscheide."
"667","Die Ähnlichkeit zu den Globi-Büchern war so auffallend, dass der Globi-Verlag ein <#MET Gutachten #> in Auftrag gab."
"668","Auch Johann Wolfgang von Goethe und Friedrich Schiller verfassten 1797 zusammen, in Anlehnung an Martials „Xenia“, eine <#MET Sammlung #> namens „Xenien“."
"669","Insgesamt gerieten sieben Doktoranden, deren Dissertationen genauer betrachtet worden waren, in Verdacht des Plagiats, als <#MET Übereinstimmungen #> mit der Habilitationsarbeit Dickhuths festgestellt wurden."
"670","Der Name einer der Figuren des Buches – des manischen Gralforschers Leigh Teabing – ist ein aus den Namen von Baigent und Leigh zusammengesetztes <#MET Anagramm #>."
"671","Nach der Veröffentlichung des Romans wurde Ian McEwan des Plagiats bezichtigt, der <#MET Inhalt #> des Romans erinnert stark an Julian Gloags Roman Our Mother's House aus dem Jahre 1963."
"672","Das Lied Lambada ist eigentlich ein Plagiat, denn Musik und <#MET Teile #> des Textes gehen zurück auf den Originaltitel Llorando se fue („Sie ging weinend“) der bolivianischen Folklore-Truppe Los Kjarkas aus dem Municipio Cochabamba."
"673","Auf den Linernotes der US-amerikanischen LP-<#MET Version #> steht: „Ulysse und Gonzalo Hermosa haben zur Realisierung beigetragen“, obwohl als Komponist immer noch Oliveira angegeben war."
"674","Sie behaupteten, dass das Lied The Music Stopped ein Plagiat ihrer <#MET Komposition #> You’re Mine to Love sei."
"675","Dort schrieb er <#MET Pantomimen #> für ihn."
"676","Eine Zusammenfassung der Ergebnisse von 2009 ist in folgender Tabelle dargestellt: Bei der Untersuchung der akademischen Integrität fanden die Gutachter unter anderem heraus, dass die Universitäten nicht über die notwendigen Kontrollmechanismen zur Erkennung von Plagiaten verfügen, obwohl diese <#MET Praxis #> ein verbreitetes Phänomen unter den rumänischen Studenten und Dozenten ist."
"677","Bei 70 Prozent der Universitäten stellten die Gutachter einen völligen Mangel der <#MET Durchsetzung #> grundlegender Regeln in Fällen von Plagiaten fest."
"678","Da jedoch große <#MET Teile #> seiner Schriften als Plagiat oder gar als Fälschung entlarvt wurden, sind seine Angaben mit Vorsicht zu betrachten."
"679","Da jedoch große Teile seiner <#MET Schriften #> als Plagiat oder gar als Fälschung entlarvt wurden, sind seine Angaben mit Vorsicht zu betrachten."
"680","Da jedoch große Teile seiner Schriften als Plagiat oder gar als <#MET Fälschung #> entlarvt wurden, sind seine Angaben mit Vorsicht zu betrachten."
"681","In einer öffentlichen <#MET Stellungnahme #> bezeichnete Stauffer Teufelsdorfers Instrument als schwaches Plagiat des Arpeggione."
"682","Weick veröffentlichte das Gedicht mit einigen oberflächlichen Unterschieden manchmal ohne Angabe einer Quelle, manchmal mit der Nennung von Szent-Györgyi oder Holub aber ohne die Erläuterung, dass es sich um eine, im Wesentlichen wortgetreue <#MET Abschrift #> handelt."
"683","In einer <#MET Erwiderung #> bestritt Weick das Plagiat und behauptete, ""als ich begann, die Geschichte als ein Beispiel für kognitive Effekte zu sehen, hatte ich den ursprünglichen Artikel mit Holub's Gedicht längst verloren und ich wusste nicht einmal mehr, wo ich die Geschichte gelesen hatte... ich rekonstruierte die Geschichte nach besten Kräften."""
"684","In einer <#MET Erwiderung #> bestritt Weick das Plagiat und behauptete, ""als ich begann, die Geschichte als ein Beispiel für kognitive Effekte zu sehen, hatte ich den ursprünglichen Artikel mit Holub's Gedicht längst verloren und ich wusste nicht einmal mehr, wo ich die Geschichte gelesen hatte ... ich rekonstruierte die Geschichte nach besten Kräften."""
"685","Brahe sah diesen Vorwurf genau entgegengesetzt und beschuldigte <#MET Reimers #> des Plagiats."
"686","Pixelgrafik, Rastergrafik Bezeichnet die <#MET Beschreibung #> eines Bildes in Form von computerlesbaren Daten."
"687","Plagiat Begriff aus dem Urheberrecht und bezeichnet den <#MET Diebstahl #> geistigen Eigentums, etwa eines literarischen, bildnerischen oder musikalischen Werks."
"688","Plagiat Begriff aus dem Urheberrecht und bezeichnet den Diebstahl geistigen <#MET Eigentums #>, etwa eines literarischen, bildnerischen oder musikalischen Werks."
"689","Die Gebrüder Schlegel in der <#MET Nachfolge #> Klopstocks bezichtigten Wieland des Plagiats und warfen ihm die Nutzung fremder Stoffe vor."
"690","Der Blick geht von grammatischen <#MET Konstruktionen #> über Floskeln, Formeln bis hin zu Zitaten und Plagiaten."
"691","Der Blick geht von grammatischen Konstruktionen über Floskeln, <#MET Formeln #> bis hin zu Zitaten und Plagiaten."
"692","Der Blick geht von grammatischen Konstruktionen über Floskeln, Formeln bis hin zu <#MET Zitaten #> und Plagiaten."
"693","Mittels moderner Technik erstellte <#MET Konkordanzen #> entsprechen in mehrerlei Hinsicht nicht mehr dem herkömmlichen Modell einer gedruckten Konkordanz:"
"694","Allerdings kann Nabokovs Meisterwerk moderner Literatur keinesfalls als Plagiat der künstlerisch unbedeutenden <#MET Schauergeschichte #> von 1916 bezeichnet werden."
"695","Verletzung geistigen Eigentums • in Bezug auf ein von einem anderen geschaffenes urheberrechtlich geschütztes Werk oder von anderen stammende wesentliche wissenschaftliche Erkenntnisse, Hypothesen, Lehren oder Forschungsansätze: • die unbefugte <#MET Verwertung #> unter Anmaßung der Autorschaft (Plagiat), • die Ausbeutung von Forschungsansätzen und Ideen, insbesondere als Gutachter (Ideendiebstahl), • die Anmaßung oder unbegründete Annahme wissenschaftlicher Autor- oder Mitautorschaft, • die Verfälschung des Inhalts, • die unbefugte Veröffentlichung und das unbefugte Zugänglichmachen gegenüber Dritten, solange das Werk, die Erkenntnis, die Hypothese, die Lehre oder der Forschungsansatz noch nicht veröffentlicht sind."
"696","Verletzung geistigen Eigentums • in Bezug auf ein von einem anderen geschaffenes urheberrechtlich geschütztes Werk oder von anderen stammende wesentliche wissenschaftliche Erkenntnisse, Hypothesen, Lehren oder Forschungsansätze: • die unbefugte Verwertung unter <#MET Anmaßung #> der Autorschaft (Plagiat), • die Ausbeutung von Forschungsansätzen und Ideen, insbesondere als Gutachter (Ideendiebstahl), • die <#MET Anmaßung #> oder unbegründete Annahme wissenschaftlicher Autor- oder Mitautorschaft, • die Verfälschung des Inhalts, • die unbefugte Veröffentlichung und das unbefugte Zugänglichmachen gegenüber Dritten, solange das Werk, die Erkenntnis, die Hypothese, die Lehre oder der Forschungsansatz noch nicht veröffentlicht sind."
"697","Verletzung geistigen Eigentums • in Bezug auf ein von einem anderen geschaffenes urheberrechtlich geschütztes Werk oder von anderen stammende wesentliche wissenschaftliche Erkenntnisse, Hypothesen, Lehren oder Forschungsansätze: • die unbefugte Verwertung unter Anmaßung der Autorschaft (Plagiat), • die <#MET Ausbeutung #> von Forschungsansätzen und Ideen, insbesondere als Gutachter (Ideendiebstahl), • die Anmaßung oder unbegründete Annahme wissenschaftlicher Autor- oder Mitautorschaft, • die Verfälschung des Inhalts, • die unbefugte Veröffentlichung und das unbefugte Zugänglichmachen gegenüber Dritten, solange das Werk, die Erkenntnis, die Hypothese, die Lehre oder der Forschungsansatz noch nicht veröffentlicht sind."
"698","Verletzung geistigen Eigentums • in Bezug auf ein von einem anderen geschaffenes urheberrechtlich geschütztes Werk oder von anderen stammende wesentliche wissenschaftliche Erkenntnisse, Hypothesen, Lehren oder Forschungsansätze: • die unbefugte Verwertung unter Anmaßung der Autorschaft (Plagiat), • die Ausbeutung von Forschungsansätzen und <#MET Ideen #>, insbesondere als Gutachter (<#MET Ideen #>diebstahl), • die Anmaßung oder unbegründete Annahme wissenschaftlicher Autor- oder Mitautorschaft, • die Verfälschung des Inhalts, • die unbefugte Veröffentlichung und das unbefugte Zugänglichmachen gegenüber Dritten, solange das Werk, die Erkenntnis, die Hypothese, die Lehre oder der Forschungsansatz noch nicht veröffentlicht sind."
"699","Newton war der Ansicht, dass das Kunstwerk Pusenkoffs seinem Werk in seinen entscheidenden <#MET Komponenten #> so sehr ähnele, dass es ein Plagiat sei."
"700","Keine Coverversion, wohl aber – je nach Sichtweise – ein <#MET Musikzitat #> oder Plagiat ist One Word von Kelly Osbourne."
"701","Domenichino wandelte den Bildaufbau jedoch deutlich ab und kam zu einer eigenen außerordentlich wirkungsvollen <#MET Komposition #>."
"702","Daher die <#MET Übereinstimmung #>."
"703","Eine weitere, dritte <#MET Neufassung #> der Erzählung erschien 1880 unter dem Titel Tui Fanua."
"704","Eine weitere, dritte Neufassung der <#MET Erzählung #> erschien 1880 unter dem Titel Tui Fanua."
"705","Die Kommission zur Überprüfung wissenschaftlichen Fehlverhaltens der Humboldt-Universität kam zu dem Ergebnis, es liege ein <#MET Verstoß #> gegen die Zitiernorm, aber kein Plagiat im Sinne der Satzung über Grundsätze der Humboldt-Universität zu Berlin zur Sicherung guter wissenschaftlicher Praxis vor."
"706","Dieses wies das Gericht in dieser pauschalen <#MET Formulierung #> zurück."
"707","Mit den zahlreichen <#MET Zitaten #> und „Plagiaten“ (Goethe, Nietzsche, Dostojewski, Brecht, Schönberg, Adorno usw.), deren sich Thomas Mann im Doktor Faustus bedient, will er nicht zuletzt auch den Erschöpfungszustand der Kunst und die Überholtheit der Erfindungsgabe demonstrieren, ein Manko, das die Arbeit des modernen Künstlers so unsäglich erschwere, dass sie übermenschliche Kräfte verlange und für Leverkühn eben nur noch mit Hilfe des Teufels überwunden werden könne."
"708","Es war zum <#MET Beispiel #> fraglich, woher Scholochow, der doch angeblich seit 1918 als 13-jähriger (!) im Bürgerkrieg auf den Seiten der Roten gekämpft habe, so genaue Kenntnisse der Strukturen der Weißen habe."
"709","Auch literaturwissenschaftliche Termini wie beispielsweise „<#MET Zitat #>“, „Parodie“ oder „Plagiat“ verweisen auf Beziehungen zwischen verschiedenen Texten."
"710","Genette unterscheidet fünf verschiedene Formen intertextueller bzw. transtextueller Beziehungen: 1. die Intertextualität selbst, das heißt „die effektive Präsenz eines Textes in einem anderen“ in Form von <#MET Zitaten #> (ausdrücklich deklarierte Übernahmen), Plagiaten (nicht deklarierten Übernahmen von <#MET Zitaten #>) oder Anspielungen (Aussagen, zu deren vollständigem Verständnis die Kenntnis des vorhergehenden Textes notwendig ist)."
"711","Genette unterscheidet fünf verschiedene Formen intertextueller bzw. transtextueller Beziehungen: 1. die Intertextualität selbst, das heißt „die effektive Präsenz eines Textes in einem anderen“ in Form von Zitaten (ausdrücklich deklarierte <#MET Übernahmen #>), Plagiaten (nicht deklarierten <#MET Übernahmen #> von Zitaten) oder Anspielungen (Aussagen, zu deren vollständigem Verständnis die Kenntnis des vorhergehenden Textes notwendig ist)."
"712","Genette unterscheidet fünf verschiedene Formen intertextueller bzw. transtextueller Beziehungen: 1. die Intertextualität selbst, das heißt „die effektive Präsenz eines Textes in einem anderen“ in Form von Zitaten (ausdrücklich deklarierte Übernahmen), Plagiaten (nicht deklarierten Übernahmen von Zitaten) oder <#MET Anspielungen #> (Aussagen, zu deren vollständigem Verständnis die Kenntnis des vorhergehenden Textes notwendig ist)."
"713","Im engeren Sinn spricht man von Appropriation Art, wenn Künstler bewusst und mit strategischer Überlegung die Werke anderer Künstler kopieren, wobei der Akt des Kopierens und das Resultat selbst als Kunst verstanden werden sollen (andernfalls spricht man von Plagiat oder <#MET Fälschung #>)."
"714","Strategien beinhalten „<#MET Ausleihen #>, Klauen, Aneignen, Erben, Assimilieren... Beeinflusst-, Inspiriert-, Abhängig-, Gejagt-, Besessen- Sein, Zitieren, Umschreiben, Überarbeiten, Umgestalten... Revision, Reevaluation, Variation, Version, Interpretation, Imitation, Annäherung, Improvisation, Supplement, Zuwachs, Prequel... Pastiche, Paraphrase, Parodie, Piraterie, Fälschung, Hommage, Mimikry, Travestie, Shan-Zhai, Echo, Allusion, Intertextualität und Karaoke.“"
